NC Funcionário;ADMISSÃO;CARGO;DEMISSÃO;Tipo de Rescisão
233215;2020-02-04;Oficial de Manutenção;2020-04-01;Demissão Antec. Contrato Experiência
233480;2020-03-03;Eletricista;2020-04-01;Demissão Antec. Contrato Experiência
232792;2019-11-21;Oficial de Manutenção;2020-01-02;Pedido antecipado do contrato experiência
233071;2020-01-13;Mecânico de Manutenção;2020-04-09;Demissão Antec. Contrato Experiência
228777;2018-10-01;Mecânico de Refrigeração;2020-05-05;Demissão
229318;2018-11-20;Operador de Efluentes;2020-02-03;Pedido
233174;2020-02-04;Auxiliar de Manutenção Elétrica;2020-03-20;Pedido antecipado do contrato experiência
233606;2020-03-09;Auxiliar de Manutenção Geral;2020-04-03;Demissão Antec. Contrato Experiência
225016;2017-09-27;Coordenador Técnico A;2020-05-04;Demissão
233647;2020-03-11;Mecânico de Refrigeração;2020-04-01;Demissão Antec. Contrato Experiência
233706;2020-03-16;Auxiliar de Manutenção Elétrica;2020-04-01;Demissão Antec. Contrato Experiência
233696;2020-03-13;Auxiliar de Manutenção Elétrica;2020-04-01;Demissão Antec. Contrato Experiência
232101;2019-08-12;Auxiliar de Manutenção Elétrica;2020-05-04;Demissão
217413;2015-11-03;Auxiliar de Manutenção Elétrica;2020-05-04;Demissão
228751;2018-10-01;Assistente de Manutenção;2020-03-08;Demissão
230018;2019-01-24;Auxiliar de Manutenção Elétrica;2020-01-02;Pedido
233018;2020-01-06;Eletromecânico;2020-04-03;Demissão Antec. Contrato Experiência
233259;2020-02-06;Oficial de Manutenção;2020-03-20;Demissão Antec. Contrato Experiência
233709;2020-03-16;Auxiliar de Manutenção Mecânica;2020-04-03;Demissão Antec. Contrato Experiência
230618;2019-03-22;Mecânico de Refrigeração;2020-03-18;Demissão
229596;2018-12-12;Eletricista;2020-02-14;Pedido
229595;2018-12-12;Hidráulico;2020-03-18;Demissão
231625;2019-07-09;Auxiliar de Manutenção Geral;2020-03-18;Demissão
230003;2019-01-23;Eletricista;2020-03-02;Pedido
229646;2018-12-18;Eletricista;2020-02-10;Demissão
233222;2020-02-04;Auxiliar de Manutenção Elétrica;2020-04-03;Demissão Antec. Contrato Experiência
229520;2018-12-10;Auxiliar de Manutenção Elétrica;2020-03-04;Demissão
220814;2016-08-03;Auxiliar de Manutenção Elétrica;2020-05-04;Demissão
232518;2019-10-03;Oficial de Manutenção;2020-05-04;Demissão
231414;2019-06-10;Pintor;2020-04-01;Demissão
231604;2019-07-08;Oficial de Manutenção;2020-04-01;Demissão
231601;2019-07-08;Auxiliar de Manutenção Geral;2020-04-01;Demissão
231379;2019-06-04;Auxiliar de Almoxarifado;2020-04-01;Demissão
232993;2019-12-17;Eletromecânico;2020-04-03;Pedido
232386;2019-09-11;Coordenador de Serviços A;2020-01-02;Demissão
224260;2017-07-19;Supervisor Técnico;2020-01-27;Justa Causa
232964;2019-12-13;Encarregado Técnico;2020-01-24;Demissão Antec. Contrato Experiência
232337;2019-09-02;Mecânico de Refrigeração;2020-02-19;Demissão
231002;2019-04-24;Oficial de Manutenção;2020-02-06;Pedido
230774;2019-04-03;Eletromecânico;2020-02-06;Demissão
231633;2019-07-10;Eletricista;2020-02-06;Pedido
231674;2019-07-10;Auxiliar de Manutenção Elétrica;2020-01-04;Pedido
233878;2020-04-01;Almoxarife;2020-05-14;Demissão Antec. Contrato Experiência
233157;2020-01-24;Bombeiro Civil;2020-03-23;Demissão Antec. Contrato Experiência
233218;2020-02-04;Bombeiro Civil;2020-03-23;Demissão Antec. Contrato Experiência
229417;2018-12-03;Supervisor Técnico;2020-05-07;Demissão
230912;2019-04-15;Oficial de Manutenção;2020-05-13;Demissão
232666;2019-11-05;Analista de Recursos Humanos Junior;2020-01-02;Pedido antecipado do contrato experiência
230344;2019-02-22;Aprendiz;2020-05-21;Termino de Contrato
231665;2019-07-11;Gerente Comercial;2020-01-06;Demissão
233067;2020-01-09;Gerente Comercial;2020-03-23;Demissão Antec. Contrato Experiência
232809;2019-11-26;Gerente Comercial;2020-05-04;Demissão
221521;2016-11-03;Analista de Planejamento;2020-05-05;Demissão
230081;2019-02-04;Especialista de Planejamento Hard Services Pl;2020-05-26;Demissão
227526;2018-06-25;Analista de Métodos e Ferramentas;2020-04-01;Pedido
213018;2014-05-12;Analista de Métodos e Ferramentas Pleno;2020-05-22;Pedido
213190;2014-06-10;Coordenador de Inteligência Competitiva;2020-05-05;Demissão
102693;2008-07-03;Analista Contábil Pleno;2020-02-19;Pedido
233110;2020-01-20;Analista de Treinamento e Desenvolvimento;2020-01-22;Pedido antecipado do contrato experiência
213598;2014-07-21;Técnico de Segurança do Trabalho;2020-03-04;Demissão
230509;2019-03-14;Assistente Comercial;2020-01-02;Pedido
233309;2020-02-11;Gerente de Operações;2020-03-20;Pedido antecipado do contrato experiência
227024;2018-05-18;Auxiliar de Manutenção Geral;2020-03-19;Pedido
228806;2018-10-05;Oficial de Manutenção;2020-01-08;Demissão
228854;2018-10-11;Aprendiz;2020-02-07;Termino de Contrato
233264;2020-02-06;Eletricista;2020-04-07;Demissão Antec. Contrato Experiência
222281;2017-01-13;Eletricista;2020-05-06;Justa Causa
232674;2019-11-04;Eletricista;2020-01-22;Demissão Antec. Contrato Experiência
215600;2015-03-27;Mecânico de Refrigeração;2020-03-12;Demissão
233500;2020-03-03;Auxiliar de Manutenção Geral;2020-04-07;Demissão Antec. Contrato Experiência
233033;2020-01-06;Encarregado Técnico;2020-04-01;Demissão Antec. Contrato Experiência
230945;2019-04-17;Auxiliar de Manutenção Geral;2020-03-18;Pedido
219010;2016-03-01;Mecânico de Refrigeração;2020-01-23;Demissão
232201;2019-08-23;Auxiliar de Manutenção Mecânica;2020-01-23;Demissão
232582;2019-10-09;Eletromecânico;2020-05-14;Demissão
227094;2018-06-01;Eletromecânico;2020-01-23;Demissão
232447;2019-09-20;Auxiliar de Limpeza B;2020-03-10;Justa Causa
200422;1998-07-20;Auxiliar de Limpeza B;2020-01-21;Pedido
231489;2019-06-21;Auxiliar de Limpeza B;2020-01-02;Justa Causa
223104;2017-03-27;Auxiliar de Limpeza B;2020-05-05;Demissão
233154;2020-01-24;Auxiliar de Limpeza / Banheirista;2020-04-20;Demissão Antec. Contrato Experiência
232686;2019-11-04;Auxiliar de Limpeza / Banheirista;2020-01-02;Pedido antecipado do contrato experiência
223650;2017-05-17;Auxiliar de Limpeza / Banheirista;2020-03-17;Pedido
233262;2020-02-06;Auxiliar de Limpeza / Banheirista;2020-03-20;Demissão Antec. Contrato Experiência
230955;2019-04-17;Auxiliar de Limpeza / Banheirista;2020-02-04;Demissão
231340;2019-05-28;Auxiliar de Limpeza / Banheirista;2020-02-20;Demissão
233093;2020-01-16;Auxiliar de Limpeza / Banheirista;2020-04-14;Termino de Contrato
80155;2006-05-03;Auxiliar de Limpeza B;2020-01-08;Demissão
230559;2019-03-19;Auxiliar de Limpeza / Banheirista;2020-01-08;Demissão
230374;2019-03-01;Auxiliar de Limpeza B;2020-02-10;Pedido
231110;2019-05-08;Auxiliar de Limpeza B;2020-02-04;Pedido
233261;2020-02-06;Auxiliar de Limpeza / Banheirista;2020-03-20;Demissão Antec. Contrato Experiência
80065;2005-08-03;Encarregado de Serviços B;2020-03-09;Demissão
233291;2020-02-08;Auxiliar de Limpeza / Banheirista;2020-03-20;Demissão Antec. Contrato Experiência
223075;2017-03-23;Auxiliar de Jardinagem;2020-03-02;Demissão
232650;2019-10-28;Auxiliar de Limpeza / Banheirista;2020-01-02;Pedido antecipado do contrato experiência
228727;2018-10-01;Encarregado de Serviços A;2020-02-15;Demissão
221527;2016-11-04;Auxiliar de Limpeza B;2020-03-10;Pedido
214270;2014-09-22;Auxiliar de Limpeza B;2020-04-22;Pedido
231769;2019-07-22;Aprendiz;2020-01-08;Pedido antecipado do contrato experiência
230745;2019-04-02;Auxiliar de Limpeza B;2020-03-08;Demissão
221275;2016-10-07;Encarregado de Serviços B;2020-03-04;Demissão
226244;2018-02-08;Auxiliar de Limpeza B;2020-03-03;Demissão
221616;2016-11-10;Auxiliar de Limpeza B;2020-03-03;Demissão
232325;2019-09-02;Auxiliar de Limpeza B;2020-03-05;Demissão
221421;2016-10-24;Auxiliar de Limpeza B;2020-03-03;Demissão
230970;2019-04-18;Auxiliar de Limpeza B;2020-03-05;Demissão
226203;2018-02-08;Auxiliar de Limpeza B;2020-03-03;Demissão
220826;2016-08-10;Supervisor de Serviços A;2020-03-03;Demissão
219940;2016-04-25;Operador de Máquina;2020-03-03;Demissão
226124;2018-02-07;Auxiliar de Limpeza B;2020-03-03;Demissão
232205;2019-08-22;Auxiliar de Limpeza B;2020-03-03;Demissão
230429;2019-03-07;Auxiliar de Limpeza B;2020-03-03;Demissão
221092;2016-09-14;Auxiliar de Limpeza B;2020-03-03;Demissão
217307;2015-11-03;Limpador de Vidros B;2020-03-12;Demissão
219558;2016-03-23;Auxiliar de Limpeza B;2020-03-03;Demissão
227635;2018-07-03;Auxiliar de Limpeza B;2020-03-03;Demissão
217044;2015-09-23;Auxiliar de Limpeza B;2020-03-03;Demissão
229086;2018-11-01;Auxiliar de Limpeza B;2020-03-03;Demissão
233131;2020-01-22;Auxiliar de Limpeza B;2020-02-18;Demissão Antec. Contrato Experiência
229726;2017-08-08;Auxiliar de Limpeza B;2020-03-13;Demissão
226207;2018-02-08;Auxiliar de Limpeza B;2020-03-03;Demissão
232224;2019-08-27;Auxiliar de Limpeza B;2020-03-03;Demissão
231472;2019-06-19;Auxiliar de Limpeza B;2020-03-04;Demissão
221694;2016-11-14;Auxiliar de Limpeza B;2020-03-04;Demissão
225121;2017-10-04;Auxiliar de Limpeza B;2020-03-04;Demissão
226218;2018-02-08;Auxiliar de Limpeza B;2020-03-04;Demissão
230545;2019-03-19;Operador de Máquina;2020-03-03;Demissão
221975;2016-12-08;Auxiliar de Limpeza B;2020-03-03;Demissão
226378;2018-02-23;Auxiliar de Limpeza B;2020-03-03;Demissão
232162;2019-08-19;Auxiliar de Limpeza B;2020-03-04;Demissão
231572;2019-07-03;Auxiliar de Limpeza B;2020-03-03;Demissão
220071;2016-05-06;Auxiliar de Limpeza B;2020-03-04;Demissão
231576;2019-07-03;Limpador de Vidros B;2020-01-22;Pedido
227676;2018-07-06;Auxiliar de Limpeza B;2020-03-03;Demissão
226319;2018-02-17;Auxiliar de Limpeza B;2020-03-03;Demissão
229291;2018-11-14;Auxiliar de Limpeza B;2020-03-03;Demissão
230435;2019-03-07;Auxiliar de Limpeza B;2020-03-04;Demissão
228678;2018-09-21;Auxiliar de Limpeza B;2020-03-03;Demissão
226164;2018-02-08;Auxiliar de Limpeza B;2020-03-06;Demissão
220189;2016-05-23;Auxiliar de Limpeza B;2020-03-27;Demissão
226769;2018-04-18;Auxiliar de Limpeza B;2020-03-03;Demissão
232357;2019-09-05;Auxiliar de Limpeza B;2020-03-05;Demissão
223760;2017-06-02;Auxiliar de Limpeza B;2020-03-03;Demissão
217397;2015-11-03;Auxiliar de Limpeza B;2020-03-03;Demissão
216473;2015-06-17;Auxiliar de Limpeza B;2020-03-04;Demissão
217350;2015-11-03;Encarregado de Serviços B;2020-03-03;Demissão
226217;2018-02-08;Auxiliar de Limpeza B;2020-02-01;Pedido
231354;2019-06-04;Auxiliar de Limpeza B;2020-03-05;Demissão
221322;2016-10-13;Auxiliar de Limpeza B;2020-03-03;Demissão
231149;2019-05-09;Auxiliar de Limpeza B;2020-03-04;Demissão
228841;2018-10-11;Auxiliar de Limpeza B;2020-03-04;Demissão
224384;2017-08-01;Auxiliar de Limpeza B;2020-03-03;Demissão
230323;2019-02-22;Auxiliar de Limpeza B;2020-03-03;Demissão
225139;2017-10-06;Auxiliar de Limpeza B;2020-03-03;Demissão
222109;2016-12-19;Auxiliar de Limpeza B;2020-03-03;Demissão
217414;2015-11-03;Auxiliar de Limpeza B;2020-03-07;Demissão
220687;2016-07-22;Auxiliar de Limpeza B;2020-03-03;Demissão
230868;2019-04-10;Auxiliar de Limpeza B;2020-03-05;Demissão
228668;2018-09-20;Operador de Máquina;2020-03-03;Demissão
226209;2018-02-08;Auxiliar de Limpeza B;2020-03-11;Demissão
224252;2017-07-20;Auxiliar de Limpeza B;2020-03-03;Demissão
231454;2019-06-17;Encarregado de Serviços A;2020-03-04;Demissão
229140;2018-11-06;Aprendiz - Área Administrativa;2020-03-05;Termino de Contrato
229149;2018-11-06;Aprendiz - Área Administrativa;2020-03-05;Termino de Contrato
217099;2015-10-01;Auxiliar de Limpeza B;2020-03-11;Demissão
229631;2018-12-14;Auxiliar de Limpeza B;2020-02-01;Pedido
224347;2017-07-25;Auxiliar de Limpeza B;2020-03-18;Pedido
230616;2019-03-22;Auxiliar de Limpeza B;2020-03-16;Pedido
212574;2014-03-14;Auxiliar de Limpeza B;2020-01-07;Demissão
230065;2019-01-28;Auxiliar de Limpeza B;2020-03-31;Demissão
221996;2016-12-12;Encarregado de Serviços A;2020-01-13;Demissão
230150;2019-02-05;Auxiliar de Limpeza B;2020-03-31;Demissão
233714;2020-03-16;Auxiliar de Limpeza B;2020-03-23;Demissão Antec. Contrato Experiência
233713;2020-03-16;Auxiliar de Limpeza B;2020-03-23;Demissão Antec. Contrato Experiência
223672;2017-05-22;Jardineiro;2020-03-31;Demissão
233127;2020-01-22;Auxiliar de Limpeza B;2020-03-20;Demissão Antec. Contrato Experiência
233341;2020-02-19;Auxiliar de Limpeza B;2020-03-23;Demissão Antec. Contrato Experiência
203692;2008-11-03;Auxiliar de Limpeza B;2020-01-03;Demissão
230684;2019-03-27;Auxiliar de Jardinagem;2020-03-25;Demissão
221227;2016-10-10;Auxiliar de Limpeza B;2020-03-06;Pedido
232960;2019-12-12;Auxiliar de Limpeza B;2020-01-02;Demissão Antec. Contrato Experiência
232963;2019-12-12;Auxiliar de Limpeza B;2020-01-09;Demissão Antec. Contrato Experiência
232961;2019-12-12;Auxiliar de Limpeza B;2020-03-06;Demissão Antec. Contrato Experiência
232957;2019-12-12;Auxiliar de Limpeza B;2020-01-02;Demissão Antec. Contrato Experiência
232956;2019-12-12;Auxiliar de Limpeza B;2020-01-02;Demissão Antec. Contrato Experiência
232959;2019-12-12;Auxiliar de Limpeza B;2020-01-02;Demissão Antec. Contrato Experiência
232958;2019-12-12;Auxiliar de Limpeza B;2020-01-02;Demissão Antec. Contrato Experiência
230253;2019-02-15;Auxiliar de Limpeza B;2020-03-05;Demissão
232973;2019-12-16;Auxiliar de Limpeza B;2020-01-16;Pedido antecipado do contrato experiência
222396;2017-01-24;Auxiliar de Limpeza B;2020-01-16;Demissão
231984;2019-08-06;Encarregado de Serviços A;2020-01-02;Pedido
230940;2019-04-16;Auxiliar de Limpeza B;2020-03-16;Pedido
232876;2019-12-05;Auxiliar de Limpeza B;2020-03-06;Justa Causa
232858;2019-12-03;Auxiliar de Limpeza B;2020-05-14;Pedido
230197;2019-02-08;Auxiliar de Limpeza B;2020-05-12;Demissão
232022;2019-08-06;Auxiliar de Limpeza B;2020-02-18;Pedido
233263;2020-02-06;Auxiliar de Limpeza B;2020-03-21;Termino de Contrato
232086;2019-08-12;Auxiliar de Limpeza A;2020-02-03;Pedido
233267;2020-02-06;Auxiliar de Limpeza B;2020-03-21;Termino de Contrato
233960;2020-05-05;Auxiliar de Limpeza B;2020-05-19;Pedido antecipado do contrato experiência
224352;2017-07-25;Jardineiro;2020-02-11;Demissão
227054;2018-05-25;Auxiliar de Limpeza B;2020-02-18;Demissão
223812;2017-06-06;Jardineiro;2020-05-20;Demissão
233548;2020-03-04;Jardineiro;2020-04-17;Termino de Contrato
232816;2019-11-26;Auxiliar de Limpeza B;2020-05-06;Demissão
232563;2019-10-08;Auxiliar de Limpeza B;2020-02-01;Pedido
200846;2006-11-10;Auxiliar de Limpeza B;2020-01-29;Demissão
232184;2019-08-20;Auxiliar de Limpeza B;2020-04-01;Demissão
230434;2019-03-07;Auxiliar de Limpeza B;2020-02-03;Justa Causa
232855;2019-12-03;Auxiliar de Limpeza / Banheirista;2020-01-14;Demissão Antec. Contrato Experiência
222475;2017-02-02;Auxiliar de Limpeza B;2020-03-07;Demissão
232985;2019-12-16;Auxiliar de Limpeza B;2020-01-07;Pedido antecipado do contrato experiência
221123;2016-09-15;Auxiliar de Limpeza B;2020-03-07;Demissão
226310;2018-02-17;Auxiliar de Limpeza B;2020-05-25;Demissão
230663;2019-03-26;Auxiliar de Limpeza B;2020-05-11;Demissão
232353;2019-09-05;Auxiliar de Limpeza B;2020-01-15;Pedido
229118;2018-11-06;Aprendiz - Área Administrativa;2020-03-05;Termino de Contrato
230088;2019-02-01;Aprendiz - Área Administrativa;2020-05-31;Termino de Contrato
229152;2018-11-06;Aprendiz - Área Administrativa;2020-03-05;Termino de Contrato
229145;2018-11-06;Aprendiz - Área Administrativa;2020-03-05;Termino de Contrato
233246;2020-02-01;Auxiliar de Limpeza B;2020-03-18;Demissão Antec. Contrato Experiência
233214;2020-02-04;Auxiliar de Limpeza B;2020-04-02;Demissão Antec. Contrato Experiência
233245;2020-02-01;Auxiliar de Limpeza B;2020-03-18;Demissão Antec. Contrato Experiência
233216;2020-02-04;Auxiliar de Limpeza B;2020-03-18;Demissão Antec. Contrato Experiência
233112;2020-01-21;Auxiliar de Limpeza B;2020-03-18;Demissão Antec. Contrato Experiência
233170;2020-02-04;Auxiliar de Limpeza B;2020-03-20;Demissão Antec. Contrato Experiência
229159;2018-11-09;Auxiliar de Limpeza B;2020-01-08;Demissão
233398;2020-02-21;Auxiliar de Limpeza B;2020-04-02;Demissão Antec. Contrato Experiência
233169;2020-02-04;Auxiliar de Limpeza B;2020-03-20;Demissão Antec. Contrato Experiência
223746;2017-05-29;Auxiliar de Limpeza B;2020-01-02;Pedido
233179;2020-02-04;Auxiliar de Limpeza B;2020-03-23;Demissão Antec. Contrato Experiência
228148;2018-08-13;Auxiliar de Limpeza B;2020-02-14;Pedido
233724;2020-03-17;Auxiliar de Limpeza B;2020-04-01;Demissão Antec. Contrato Experiência
229169;2018-11-07;Aprendiz - Área Administrativa;2020-03-06;Termino de Contrato
220739;2016-07-31;Líder de Limpeza;2020-01-08;Pedido
233668;2020-03-12;Auxiliar de Limpeza B;2020-05-13;Demissão Antec. Contrato Experiência
233579;2020-03-05;Auxiliar de Limpeza B;2020-05-13;Demissão Antec. Contrato Experiência
220716;2016-07-31;Auxiliar de Limpeza B;2020-01-10;Pedido
230387;2019-03-01;Auxiliar de Limpeza B;2020-01-09;Demissão
232990;2019-12-17;Auxiliar de Limpeza B;2020-03-13;Demissão Antec. Contrato Experiência
225656;2017-11-27;Auxiliar de Limpeza B;2020-01-15;Pedido
225642;2017-11-27;Auxiliar de Limpeza B;2020-03-31;Pedido
233292;2020-02-10;Auxiliar de Limpeza B;2020-03-24;Demissão Antec. Contrato Experiência
225294;2017-11-01;Auxiliar de Limpeza B;2020-05-19;Demissão
228663;2018-09-19;Auxiliar de Limpeza B;2020-05-19;Demissão
227841;2018-08-01;Porteiro;2020-05-19;Demissão
229388;2018-11-26;Aprendiz;2020-02-25;Termino de Contrato
233592;2020-03-06;Auxiliar de Limpeza B;2020-04-08;Demissão Antec. Contrato Experiência
224623;2017-08-31;Auxiliar de Limpeza B;2020-05-19;Demissão
224012;2017-07-01;Porteiro;2020-03-19;Demissão
231020;2019-04-25;Auxiliar de Limpeza B;2020-02-03;Pedido
233577;2020-03-05;Auxiliar de Limpeza B;2020-04-17;Demissão Antec. Contrato Experiência
223573;2017-05-15;Auxiliar de Limpeza B;2020-01-03;Demissão
226291;2018-02-14;Auxiliar de Limpeza B;2020-02-08;Demissão
233569;2020-03-05;Auxiliar de Limpeza B;2020-04-13;Demissão Antec. Contrato Experiência
233335;2020-02-18;Auxiliar de Limpeza B;2020-04-17;Demissão Antec. Contrato Experiência
233492;2020-03-03;Auxiliar de Limpeza / Banheirista;2020-04-17;Demissão Antec. Contrato Experiência
225595;2017-11-20;Auxiliar de Limpeza B;2020-03-16;Demissão
229399;2018-11-26;Supervisor de Serviços B;2020-02-11;Demissão
231920;2019-08-05;Líder de Limpeza;2020-01-07;Pedido
233328;2020-02-14;Auxiliar de Limpeza B;2020-04-17;Demissão Antec. Contrato Experiência
233070;2020-01-13;Auxiliar de Limpeza / Banheirista;2020-04-09;Demissão Antec. Contrato Experiência
233181;2020-02-04;Auxiliar de Limpeza B;2020-04-17;Demissão Antec. Contrato Experiência
233625;2020-03-10;Auxiliar de Limpeza B;2020-04-13;Demissão Antec. Contrato Experiência
233676;2020-03-12;Auxiliar de Jardinagem;2020-04-13;Demissão Antec. Contrato Experiência
233134;2020-01-22;Auxiliar de Jardinagem;2020-03-10;Pedido antecipado do contrato experiência
